Laby Size = 16
Start = (4, 3)
Goal = (12, 4)
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1
1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1
1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1
1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1
1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1
1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1
1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1
1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1
1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1
1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1

