Laby Size = 16
Start = (1, 1)
Goal = (14, 14)
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1
1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1
1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1
1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1
1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1
1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1
1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1
1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1
1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1
1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1

